Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
nails_assem_astana,,Ногтевые студии; Оформление бровей и ресниц; Перманентный макияж; Обучение мастеров для салонов красоты; Эпиляция,"Амангельды Иманова улица, 19",401D офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,10,87051256412,,,,,,,,,https://instagram.com/nails_assem_astana,,,,,,,,,,,,https://wa.me/77051256412,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001063187034
Gulmira,студия красоты,Ногтевые студии; Парикмахерские; Визажисты; Эпиляция; Оформление бровей и ресниц; Перманентный макияж,"улица Биржан сал, 3/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,148,87787343778,87074779742 (кабинет перманентного макияжа),87078417517 (кабинет маникюра и педикюра),,,,,,,,,,,,,,,,,,,https://wa.me/77787343778,https://wa.me/77074779742,,,,,,,,,,,,,,51.192938,71.407126,https://2gis.com/firm/70000001029210456
Aruzhan,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция; Услуги пирсинга,"улица Кенесары, 82",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.7,33,87472049448,87715059348,,,,,,,,,,,,,,,,,,,,https://wa.me/77715059348,,,,,,,,,,,,,,,51.162434,71.463617,https://2gis.com/firm/70000001089430642
nails by Anastassiya,,Ногтевые студии,"улица Сыганак, 47",3 офис; 6 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,29,87056690578,,,,,,,,,https://instagram.com/nail_nastya_astana,,,,,,,,,,,,https://wa.me/77056690578,,,,,,,,,,,,,,,51.123185,71.434374,https://2gis.com/firm/70000001088212005
М&K,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Услуги пирсинга; Перманентный макияж,"улица Бейбитшилик, 37",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.4,38,87476881518,87051258927 (парикмахер),87054883707 (мастер по оформлению ресниц),,,,http://dikidi.net/729587?p=0.pi,,,https://instagram.com/mk_salon_krasoty,,,,,,,,,,,,https://wa.me/77476881518,,,,,,,,,,,,,,,51.176773,71.417541,https://2gis.com/firm/70000001051597796
Жанель,студия,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Услуги пирсинга,"улица Степана Кубрина, 22/1",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.8,65,87014654000,87772691199,,,,,,,,,,,,,,,,,,,,https://wa.me/77014654000,https://wa.me/77772691199,,,,,,,,,,,,,,51.170387,71.404812,https://2gis.com/firm/70000001055889818
AiSu,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Массажист; Косметолог; Услуги пирсинга; Оформление бровей и ресниц; Перманентный макияж,"улица Азильхан Нуршаихов, 10 блок 1",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.7,93,87013946468,,,,,,,,,,,,,,,,,,,,,https://wa.me/77013946468,,,,,,,,,,,,,,,51.128936,71.368332,https://2gis.com/firm/70000001064275139
Rafinad,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц; Визажисты,"улица Жумабека Ташенова, 10",1 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,8,87027103399,,,,,,,,,,,,,,,,,,,,,https://wa.me/77027103399,,,,,,,,,,,,,,,51.151906,71.435978,https://2gis.com/firm/70000001018106519
Мадали,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты; Эпиляция; Перманентный макияж,"улица Кыз Жибек, 38/1",цокольный этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,52,87770657075,87022883425,,,,,,,,https://instagram.com/madali_beauty,,,,,,,,,,,,https://wa.me/77022883425,https://wa.me/77770657075,,,,,,,,,,,,,,51.142541,71.388064,https://2gis.com/firm/70000001060238805
Beauty Salon Miry Bazarbaevoi,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция; Косметолог; Перманентный макияж,"улица Алексея Петрова, 14/3",1 этаж,,1 м-н,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.7,57,87018617000,,,,,,,,,https://instagram.com/beautysalon_miry,,,,,,,,,,,,https://wa.me/77018617000,,,,,,,,,,,,,,,51.146802,71.465489,https://2gis.com/firm/70000001046212504
Malinail.kz,студия красоты,Ногтевые студии; Подолог; Обучение мастеров для салонов красоты,"улица Динмухамед Конаев, 33",601 офис; 6 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.2,8,87083821745,,,,,,http://taplink.cc/malinanailkz,,,https://instagram.com/malinail.kz,,,,,,,,,,,,https://wa.me/77784365970,,,viber://chat/?number=77083821745,,,,,,,,,,,,51.130758,71.433971,https://2gis.com/firm/70000001056611089
Алтын Қайшы,салон красоты,Ногтевые студии; Парикмахерские; Косметолог; Оформление бровей и ресниц; Эпиляция; Услуги пирсинга; Перманентный макияж,"улица Сыганак, 2",цокольный этаж,,,Нура район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.5,208,87028967872,,,,,,,,,,,,,,,,,,,,,https://wa.me/77028967872,,,,,,,,,,,,,,,51.130799,71.364215,https://2gis.com/firm/70000001039977896
molya_nails_astana,ногтевая студия,Ногтевые студии; Эпиляция,"улица Александра Пушкина, 9",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,20,87759241181,,,,,,,,,https://instagram.com/molya_nails_ast,,,,,,,,,,,,https://wa.me/77759241181,,,,,,,,,,,,,,,51.157577,71.459174,https://2gis.com/firm/70000001100674465
Nafisa,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты; Эпиляция,"улица Кайрат Рыскулбеков, 16/3",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.4,75,87782564757,,,,,,,,,https://instagram.com/beauty.salon_nafisa,,,,,,,,,,,,https://wa.me/77782564757,,,,,,,,,,,,,,,51.158297,71.505327,https://2gis.com/firm/70000001084449011
Marka,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Обучение мастеров для салонов красоты; Эпиляция,"проспект Мангилик Ел, 51/2",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,228,87016470722 (женский парикмахер),87085191083 (мастер по наращиванию ресниц),87753332098 (мужской парикмахер),,,,,,,https://instagram.com/marka_beautysalon,,,,,,,,,,,,https://wa.me/77016470722,https://wa.me/77753332098,,,,,,,,,,,,,,51.095405,71.423227,https://2gis.com/firm/70000001031935359
asel_sakirova,,Ногтевые студии; Массажист,"проспект Абылай хана, 19",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.1,4,87017493977,,,,,,,,,https://instagram.com/asel_sakirova,,,,,,,,,,,,https://wa.me/77017493977,,,,,,,,,,,,,,,51.157177,71.481203,https://2gis.com/firm/70000001088212179
Sandi Beksirga,,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Эпиляция,"улица Туркестан, 28а",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.5,35,87007977997,,,,,,,,,https://instagram.com/sandi_beksirga,,,,,,,,,,,,https://wa.me/77007977997,,,,,,,,,,,,,,,51.101235,71.422844,https://2gis.com/firm/70000001084152611
Yunailsastana,,Ногтевые студии; Обучение мастеров для салонов красоты,"проспект Женис, 47",14 кабинет; 3 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,5.0,4,87715380332,,,,,,,,,https://instagram.com/yunailsastana,,,,,,,,,,,,https://wa.me/77715380332,,,,,,,,,,,,,,,51.179847,71.4093,https://2gis.com/firm/70000001101701204
nailfairy.astana,студия красоты,Ногтевые студии; Эпиляция; Оформление бровей и ресниц; Услуги пирсинга; Перманентный макияж,"проспект Бауыржан Момышулы, 17а",57 офис; 5 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00 (по предварительной записи),+05:00,4.9,106,87028876688,,,,,,,,,https://instagram.com/nailfairy.astana,,,,,,,,,,,,https://wa.me/77028876688,,,,,,,,,,,,,,,51.139238,71.474167,https://2gis.com/firm/70000001077494162
Love beauty,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты; Эпиляция; Массажист; Косметолог; Обучение мастеров для салонов красоты,"Бухар жырау улица, 30",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,420,87785331100,87086572826,,,,,http://n1362585.alteg.io,,,https://instagram.com/lovebeauty_astana,,,,,,,,,,,,https://wa.me/77785331100,,,,,,,,,,,,,,,51.099582,71.426136,https://2gis.com/firm/70000001051692722
Beauty Connect Agency,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция; Массажист; Перманентный макияж,"проспект Ракымжан Кошкарбаев, 2",9 бутик; 2 этаж; ВП: 64,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,66,87759816665,,,,,,,,,https://instagram.com/beauty_connect_salon,,,,,,,,,,,,https://wa.me/77759816665,,,,,,,,,,,,,,,51.127989,71.460951,https://2gis.com/firm/70000001025818469
Sezim,салон красоты,Ногтевые студии; Эпиляция; Оформление бровей и ресниц; Визажисты; Парикмахерские,"Амангельды Иманова улица, 19",414f офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00 (по предварительной записи),+05:00,5.0,7,87054251227,,,,,,,,,https://instagram.com/sezim.salon.ss,,,,,,,,,,,,https://wa.me/77054251227,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001104062967
А-Студия,салон красоты,Ногтевые студии; Парикмахерские,"Алиби Жангельдина улица, 3",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,28,87024412929 (мастер маникюра),87474429076 (парикмахер),,,,,,,,https://instagram.com/a_studiya_astana,,,,,,,,,,,,https://wa.me/77024412929,https://wa.me/77474429076,,,,,,,,,,,,,,51.172867,71.409634,https://2gis.com/firm/70000001058704240
La Reine,салон красоты,Ногтевые студии; Эпиляция; Парикмахерские; Подолог,"улица Малика Габдуллина, 6а",,,,Байконыр район,Астана,,Астана,Казахстан,Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.8,74,87013877908 (кабинет подолога),87774099771 (мастер маникюра и педикюра),87075772909 (парикмахер универсал),,,,,,,,,,,,,,,,,,,https://wa.me/77075772909,https://wa.me/77013877908,,,,,,,,,,,,,,51.159328,71.433946,https://2gis.com/firm/70000001083678477
Ulzhan Arystan,салон красоты,Ногтевые студии; Обучение мастеров для салонов красоты; Визажисты; Парикмахерские; Оформление бровей и ресниц,"проспект Туран, 55/12",НП 1,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.8,151,87018530967 (администратор),87079900967,,,,,,,,https://instagram.com/ulzhan_arystan_beauty,,,,,,,,,,,,https://wa.me/77018530967,,,,,,,,,,,,,,,51.113601,71.394116,https://2gis.com/firm/70000001089110208
Айша,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Визажисты,"улица Ыкылас Дукенулы, 37/3",цокольный этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.4,26,87002133136,,,,,,,,,,,,,,,,,,,,,https://wa.me/77002133136,,,,,,,,,,,,,,,51.182978,71.439436,https://2gis.com/firm/70000001039630618
Nail studio by Matluba,,Ногтевые студии; Подолог; Обучение мастеров для салонов красоты,"улица Кенесары, 8",1810 офис; 18 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (до последнего гостя),+05:00,5.0,16,87055163389,,,,,,,,,https://instagram.com/podolog_matluba,,,,,,,,,,,,https://wa.me/77055163389,,,,,,,,,,,,,,,51.162368,71.407978,https://2gis.com/firm/70000001056576796
МК,барбершоп,Ногтевые студии; Парикмахерские; Косметолог,"проспект Женис, 5",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.7,22,87753020111,,,,,,,,,,,,,,,,,,,,,https://wa.me/77753020111,,,,,,,,,,,,,,,51.16124,71.414649,https://2gis.com/firm/70000001079717859
B&B,салон красоты,Ногтевые студии; Парикмахерские; Визажисты,"проспект Бауыржан Момышулы, 2в",9 бутик; 2 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи),+05:00,4.9,36,87004992015 (мастер по маникюру),87754507536 (женский мастер ),87051128276 (мастер универсал),,,,,,,https://instagram.com/asem_eseneeva,,,,,,,,,,,,https://wa.me/77004992015,https://wa.me/77754507536,https://wa.me/77051128276,,,,,,,,,,,,,51.13372,71.460502,https://2gis.com/firm/70000001069273844
Твигги,салон красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Эпиляция,"проспект Шакарим Кудайбердыулы, 25/1",цокольный этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,105,87002714294,,,,,,,,,,,,,,,,,,,,,https://wa.me/77002714294,,,,,,,,,,,,,,,51.155887,71.504583,https://2gis.com/firm/70000001018462241
No Name,салон красоты,Ногтевые студии; Оформление бровей и ресниц; Парикмахерские; Визажисты; Эпиляция,"проспект Женис, 10",около вывески Цветы,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.7,47,87088050085,87054262605,,,,,http://nonameastana.aqulas.me/,,,https://instagram.com/noname.astana,,,,,,,,,,,,https://wa.me/77088050085,,,,,,,,,,,,,,,51.164989,71.414571,https://2gis.com/firm/70000001066980682
qz. beautystudio,салон красоты,Ногтевые студии; Обучение мастеров для салонов красоты; Массажист,"улица Жанибека тархана, 2/6",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+05:00,4.7,20,87007450001,,,,,,,,,https://instagram.com/qz.beautystudio,,,,,,,,,,,,https://wa.me/77007450001,,,,,,,,,,,,,,,51.159689,71.442439,https://2gis.com/firm/70000001046666636
Rabiga,салон красоты,Ногтевые студии; Парикмахерские,"проспект Бауыржан Момышулы, 15а",цокольный этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.3,19,87011382220,87021977976 (женский мастер),87025626779 (мужской мастер),,,,,,,,,,,,,,,,,,,https://wa.me/77011382220,https://wa.me/77021977976,,,,,,,,,,,,,,51.138631,71.471929,https://2gis.com/firm/70000001022570063
Karashash,салон красоты,Ногтевые студии; Парикмахерские; Обучение мастеров для салонов красоты; Эпиляция,"улица Кенжебек Кумисбеков, 9/2",НП: 4,,,Сарыарка район,Астана,,Астана,Казахстан,"Вт: 10:00-13:00, 14:00-21:00; Ср: 10:00-13:00, 14:00-21:00; Чт: 10:00-13:00, 14:00-21:00; Сб: 10:00-13:00, 14:00-21:00; Вс: 10:00-13:00, 14:00-21:00 (по предварительной записи)",+05:00,4.8,66,87719028739 (руководитель),87474628238 (руководитель),,,,,,,,,,,,,,,,,,,,https://wa.me/77719028739,,,,,,,,,,,,,,,51.169934,71.396973,https://2gis.com/firm/70000001041350375
Светлана,салон красоты,Ногтевые студии; Парикмахерские,"проспект Абая, 92/1",цокольный этаж; вход через магазин Нур-ай,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.8,101,87013070302,87716556327,,,,,,,,,,,,,,,,,,,,https://wa.me/77013070302,,,,,,,,,,,,,,,51.164365,71.46697,https://2gis.com/firm/70000001019497125
Nail_studio_astana0,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Беимбет Майлин, 19",325 офис; 3 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.3,13,87786613342,,,,,,,,,https://instagram.com/Nail_studio_astana0,,,,,,,,,,,,https://wa.me/77786613342,,,,,,,,,,,,,,,51.14574,71.476058,https://2gis.com/firm/70000001076988169
Matrix,студия красоты,Ногтевые студии; Подолог; Обучение мастеров для салонов красоты; Оформление бровей и ресниц,"проспект Шакарим Кудайбердыулы, 14",4 офис,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.8,28,87051250637 (кабинет маникюра и педикюра ),"87026117778 (кабинет маникюра, педикюра и подолога )","87013317119 (кабинет маникюра, педикюра и подолога )",,,,,,,https://instagram.com/matrix_studio,,,,,,,,,,,,https://wa.me/77026117778,https://wa.me/77051250637,https://wa.me/77013317119,,,,https://t.me/+77051250637,,,,,,,,,51.161239,71.485275,https://2gis.com/firm/70000001041432735
Ханым,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Услуги пирсинга; Эпиляция; Перманентный макияж,"улица Алии Молдагуловой, 24",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,3.2,51,87054148523 (мастер универсал ),"87071702210 (мастер маникюра, коррекции бровей и татуажа)",87017699680 (мастер универсал),,,,,,,https://instagram.com/mila10210,,,,,,,,,,,,https://wa.me/77071702210,https://wa.me/77054148523,,,,,,,,,,,,,,51.184963,71.4073,https://2gis.com/firm/70000001019453867
nogti_v_astane_ase,кабинет маникюра,Ногтевые студии; Оформление бровей и ресниц,"улица Ермек Серкебаев, 13",315 офис; 3 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,20,87073344177,,,,,,,,,https://instagram.com/nogti_v_astane_ase,,,,,,,,,,,,https://wa.me/77073344177,,,,,,,,,,,,,,,51.167212,71.388816,https://2gis.com/firm/70000001082737408
Podologiya.astana,,Ногтевые студии; Подолог,"улица Кенесары, 65",2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-20:00 (по предварительной записи),+05:00,4.9,34,87071278042,,,,,,,,,https://instagram.com/podologiya.astana,,,,,,,,,,,,https://wa.me/77071278042,,,,,,,,,,,,,,,51.167722,71.441994,https://2gis.com/firm/70000001067389085
Crystal beauty,,Ногтевые студии; Оформление бровей и ресниц; Парикмахерские; Перманентный макияж; Обучение мастеров для салонов красоты,"улица Кайым Мухамедханов, 21",около академии Ocean Baby,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи),+05:00,4.7,223,87054016100,87759641128 (администратор),,,,,http://zapis.kz/salon/salon-krasoty-crystal-beauty-7372?redirect=true,,,https://instagram.com/crystal_beauty.astana,,,,,,,,,,,,https://wa.me/77759641128,https://wa.me/77054016100,,,,,https://t.me/+77759641128,,,,,,,,,51.142225,71.381576,https://2gis.com/firm/70000001058931048
Di,салон красоты,Ногтевые студии; Парикмахерские; Обучение мастеров для салонов красоты; Перманентный макияж; Массажист; Подолог; Визажисты,"улица Габидена Мустафина, 13/1",1 этаж,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.4,19,87007218789,,,,,,,,,,,,,,,,,,,,,https://wa.me/77007218789,https://wa.me/77751182674,,,,,,,,,,,,,,51.154559,71.506996,https://2gis.com/firm/70000001103288848
Sulu,салон,Ногтевые студии; Оформление бровей и ресниц; Эпиляция; Парикмахерские; Перманентный макияж,"улица Евгения Брусиловского, 5",,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.0,20,87027183626 (парикмахер),"87783791912 (мастер маникюра, шугаринга и ресниц )",,,,,,,,,,,,,,,,,,,,https://wa.me/77027183626,,,,,,https://t.me/astana14,,,,,,,,,51.16086,71.455109,https://2gis.com/firm/70000001028953477
